"data_id","age","language","form","birth_order","ethnicity","sex","mom_ed","measure","vocab","demo","n","demo_label"
5009,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
5010,16,"English","WS",NA,NA,"Female",NA,"production",30,"All Data",5498,"All Data (n = 5498)"
5011,16,"English","WS",NA,NA,"Female",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
5012,16,"English","WS",NA,NA,"Female",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
5013,16,"English","WS",NA,NA,"Female",NA,"production",24,"All Data",5498,"All Data (n = 5498)"
5014,16,"English","WS",NA,NA,"Female",NA,"production",9,"All Data",5498,"All Data (n = 5498)"
5015,16,"English","WS",NA,NA,"Female",NA,"production",32,"All Data",5498,"All Data (n = 5498)"
5016,16,"English","WS",NA,NA,"Female",NA,"production",97,"All Data",5498,"All Data (n = 5498)"
5017,16,"English","WS",NA,NA,"Male",NA,"production",13,"All Data",5498,"All Data (n = 5498)"
5018,16,"English","WS",NA,NA,"Female",NA,"production",22,"All Data",5498,"All Data (n = 5498)"
5019,16,"English","WS",NA,NA,"Female",NA,"production",21,"All Data",5498,"All Data (n = 5498)"
5020,16,"English","WS",NA,NA,"Male",NA,"production",55,"All Data",5498,"All Data (n = 5498)"
5021,16,"English","WS",NA,NA,"Male",NA,"production",14,"All Data",5498,"All Data (n = 5498)"
5022,16,"English","WS",NA,NA,"Male",NA,"production",17,"All Data",5498,"All Data (n = 5498)"
5023,16,"English","WS",NA,NA,"Female",NA,"production",58,"All Data",5498,"All Data (n = 5498)"
5024,16,"English","WS",NA,NA,"Female",NA,"production",3,"All Data",5498,"All Data (n = 5498)"
5025,16,"English","WS",NA,NA,"Female",NA,"production",9,"All Data",5498,"All Data (n = 5498)"
5026,16,"English","WS",NA,NA,"Male",NA,"production",49,"All Data",5498,"All Data (n = 5498)"
5027,16,"English","WS",NA,NA,"Female",NA,"production",71,"All Data",5498,"All Data (n = 5498)"
5028,16,"English","WS",NA,NA,"Female",NA,"production",56,"All Data",5498,"All Data (n = 5498)"
5029,16,"English","WS",NA,NA,"Female",NA,"production",52,"All Data",5498,"All Data (n = 5498)"
5030,16,"English","WS",NA,NA,"Male",NA,"production",24,"All Data",5498,"All Data (n = 5498)"
5031,16,"English","WS",NA,NA,"Female",NA,"production",9,"All Data",5498,"All Data (n = 5498)"
5032,16,"English","WS",NA,NA,"Female",NA,"production",9,"All Data",5498,"All Data (n = 5498)"
5033,16,"English","WS",NA,NA,"Female",NA,"production",121,"All Data",5498,"All Data (n = 5498)"
5034,16,"English","WS",NA,NA,"Male",NA,"production",87,"All Data",5498,"All Data (n = 5498)"
5035,16,"English","WS",NA,NA,"Female",NA,"production",37,"All Data",5498,"All Data (n = 5498)"
5036,16,"English","WS",NA,NA,"Male",NA,"production",66,"All Data",5498,"All Data (n = 5498)"
5037,16,"English","WS",NA,NA,"Male",NA,"production",29,"All Data",5498,"All Data (n = 5498)"
5038,16,"English","WS",NA,NA,"Female",NA,"production",100,"All Data",5498,"All Data (n = 5498)"
5039,16,"English","WS",NA,NA,"Male",NA,"production",6,"All Data",5498,"All Data (n = 5498)"
5040,16,"English","WS",NA,NA,"Male",NA,"production",17,"All Data",5498,"All Data (n = 5498)"
5041,16,"English","WS",NA,NA,"Female",NA,"production",64,"All Data",5498,"All Data (n = 5498)"
5042,16,"English","WS",NA,NA,"Male",NA,"production",22,"All Data",5498,"All Data (n = 5498)"
5043,16,"English","WS",NA,NA,"Female",NA,"production",7,"All Data",5498,"All Data (n = 5498)"
5044,16,"English","WS",NA,NA,"Male",NA,"production",71,"All Data",5498,"All Data (n = 5498)"
5045,16,"English","WS",NA,NA,"Male",NA,"production",20,"All Data",5498,"All Data (n = 5498)"
5046,16,"English","WS",NA,NA,"Female",NA,"production",40,"All Data",5498,"All Data (n = 5498)"
5047,16,"English","WS",NA,NA,"Male",NA,"production",216,"All Data",5498,"All Data (n = 5498)"
5048,16,"English","WS",NA,NA,"Male",NA,"production",275,"All Data",5498,"All Data (n = 5498)"
5049,16,"English","WS",NA,NA,"Male",NA,"production",7,"All Data",5498,"All Data (n = 5498)"
5050,16,"English","WS",NA,NA,"Female",NA,"production",2,"All Data",5498,"All Data (n = 5498)"
5051,16,"English","WS",NA,NA,"Female",NA,"production",90,"All Data",5498,"All Data (n = 5498)"
5052,16,"English","WS",NA,NA,"Female",NA,"production",52,"All Data",5498,"All Data (n = 5498)"
5053,16,"English","WS",NA,NA,"Male",NA,"production",20,"All Data",5498,"All Data (n = 5498)"
5054,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
5055,16,"English","WS",NA,NA,"Female",NA,"production",3,"All Data",5498,"All Data (n = 5498)"
5056,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
5057,16,"English","WS",NA,NA,"Male",NA,"production",19,"All Data",5498,"All Data (n = 5498)"
5058,16,"English","WS",NA,NA,"Female",NA,"production",58,"All Data",5498,"All Data (n = 5498)"
5059,16,"English","WS",NA,NA,"Female",NA,"production",33,"All Data",5498,"All Data (n = 5498)"
5060,16,"English","WS",NA,NA,"Female",NA,"production",113,"All Data",5498,"All Data (n = 5498)"
5061,16,"English","WS",NA,NA,"Male",NA,"production",38,"All Data",5498,"All Data (n = 5498)"
5062,16,"English","WS",NA,NA,"Female",NA,"production",75,"All Data",5498,"All Data (n = 5498)"
5063,16,"English","WS",NA,NA,"Male",NA,"production",23,"All Data",5498,"All Data (n = 5498)"
5064,16,"English","WS",NA,NA,"Female",NA,"production",117,"All Data",5498,"All Data (n = 5498)"
5065,16,"English","WS",NA,NA,"Female",NA,"production",28,"All Data",5498,"All Data (n = 5498)"
5066,16,"English","WS",NA,NA,"Female",NA,"production",48,"All Data",5498,"All Data (n = 5498)"
5067,16,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
5068,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
5069,16,"English","WS",NA,NA,"Male",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
5070,16,"English","WS",NA,NA,"Female",NA,"production",160,"All Data",5498,"All Data (n = 5498)"
5071,16,"English","WS",NA,NA,"Female",NA,"production",97,"All Data",5498,"All Data (n = 5498)"
5072,16,"English","WS",NA,NA,"Female",NA,"production",30,"All Data",5498,"All Data (n = 5498)"
5073,16,"English","WS",NA,NA,"Female",NA,"production",288,"All Data",5498,"All Data (n = 5498)"
5074,16,"English","WS",NA,NA,"Male",NA,"production",76,"All Data",5498,"All Data (n = 5498)"
5075,16,"English","WS",NA,NA,"Male",NA,"production",30,"All Data",5498,"All Data (n = 5498)"
5076,16,"English","WS",NA,NA,"Female",NA,"production",40,"All Data",5498,"All Data (n = 5498)"
5077,16,"English","WS",NA,NA,"Female",NA,"production",51,"All Data",5498,"All Data (n = 5498)"
5078,16,"English","WS",NA,NA,"Male",NA,"production",113,"All Data",5498,"All Data (n = 5498)"
5079,16,"English","WS",NA,NA,"Female",NA,"production",9,"All Data",5498,"All Data (n = 5498)"
5080,16,"English","WS",NA,NA,"Male",NA,"production",127,"All Data",5498,"All Data (n = 5498)"
5081,16,"English","WS",NA,NA,"Male",NA,"production",127,"All Data",5498,"All Data (n = 5498)"
5082,16,"English","WS",NA,NA,"Female",NA,"production",485,"All Data",5498,"All Data (n = 5498)"
5083,16,"English","WS",NA,NA,"Female",NA,"production",82,"All Data",5498,"All Data (n = 5498)"
5084,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
5085,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
5086,16,"English","WS",NA,NA,"Female",NA,"production",35,"All Data",5498,"All Data (n = 5498)"
5087,16,"English","WS",NA,NA,"Male",NA,"production",21,"All Data",5498,"All Data (n = 5498)"
5088,16,"English","WS",NA,NA,"Male",NA,"production",16,"All Data",5498,"All Data (n = 5498)"
5089,16,"English","WS",NA,NA,"Male",NA,"production",39,"All Data",5498,"All Data (n = 5498)"
5090,16,"English","WS",NA,NA,"Male",NA,"production",14,"All Data",5498,"All Data (n = 5498)"
5091,16,"English","WS",NA,NA,"Male",NA,"production",71,"All Data",5498,"All Data (n = 5498)"
5092,16,"English","WS",NA,NA,"Female",NA,"production",10,"All Data",5498,"All Data (n = 5498)"
5093,16,"English","WS",NA,NA,"Female",NA,"production",43,"All Data",5498,"All Data (n = 5498)"
5094,16,"English","WS",NA,NA,"Male",NA,"production",11,"All Data",5498,"All Data (n = 5498)"
5095,16,"English","WS",NA,NA,"Male",NA,"production",103,"All Data",5498,"All Data (n = 5498)"
5096,16,"English","WS",NA,NA,"Male",NA,"production",21,"All Data",5498,"All Data (n = 5498)"
5097,16,"English","WS",NA,NA,"Male",NA,"production",38,"All Data",5498,"All Data (n = 5498)"
5098,16,"English","WS",NA,NA,"Male",NA,"production",35,"All Data",5498,"All Data (n = 5498)"
5099,16,"English","WS",NA,NA,"Male",NA,"production",59,"All Data",5498,"All Data (n = 5498)"
5100,16,"English","WS",NA,NA,"Female",NA,"production",46,"All Data",5498,"All Data (n = 5498)"
5101,16,"English","WS",NA,NA,"Male",NA,"production",7,"All Data",5498,"All Data (n = 5498)"
5102,16,"English","WS",NA,NA,"Female",NA,"production",20,"All Data",5498,"All Data (n = 5498)"
5103,16,"English","WS",NA,NA,"Male",NA,"production",16,"All Data",5498,"All Data (n = 5498)"
5104,16,"English","WS",NA,NA,"Male",NA,"production",58,"All Data",5498,"All Data (n = 5498)"
5105,16,"English","WS",NA,NA,"Male",NA,"production",172,"All Data",5498,"All Data (n = 5498)"
5106,16,"English","WS",NA,NA,"Male",NA,"production",31,"All Data",5498,"All Data (n = 5498)"
5107,16,"English","WS",NA,NA,"Male",NA,"production",37,"All Data",5498,"All Data (n = 5498)"
5108,16,"English","WS",NA,NA,"Female",NA,"production",127,"All Data",5498,"All Data (n = 5498)"
5109,16,"English","WS",NA,NA,"Male",NA,"production",17,"All Data",5498,"All Data (n = 5498)"
5110,16,"English","WS",NA,NA,"Male",NA,"production",44,"All Data",5498,"All Data (n = 5498)"
5111,16,"English","WS",NA,NA,"Female",NA,"production",54,"All Data",5498,"All Data (n = 5498)"
5112,16,"English","WS",NA,NA,"Female",NA,"production",35,"All Data",5498,"All Data (n = 5498)"
5113,16,"English","WS",NA,NA,"Female",NA,"production",88,"All Data",5498,"All Data (n = 5498)"
5114,16,"English","WS",NA,NA,"Male",NA,"production",26,"All Data",5498,"All Data (n = 5498)"
5115,16,"English","WS",NA,NA,"Male",NA,"production",100,"All Data",5498,"All Data (n = 5498)"
5116,16,"English","WS",NA,NA,"Female",NA,"production",17,"All Data",5498,"All Data (n = 5498)"
5117,16,"English","WS",NA,NA,"Female",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
5118,16,"English","WS",NA,NA,"Male",NA,"production",4,"All Data",5498,"All Data (n = 5498)"
5119,17,"English","WS",NA,NA,"Male",NA,"production",8,"All Data",5498,"All Data (n = 5498)"
5120,16,"English","WS",NA,NA,"Female",NA,"production",67,"All Data",5498,"All Data (n = 5498)"
5121,16,"English","WS",NA,NA,"Male",NA,"production",73,"All Data",5498,"All Data (n = 5498)"
5122,16,"English","WS",NA,NA,"Male",NA,"production",20,"All Data",5498,"All Data (n = 5498)"
5123,16,"English","WS",NA,NA,"Female",NA,"production",34,"All Data",5498,"All Data (n = 5498)"
5124,16,"English","WS",NA,NA,"Male",NA,"production",76,"All Data",5498,"All Data (n = 5498)"
5125,16,"English","WS",NA,NA,"Male",NA,"production",30,"All Data",5498,"All Data (n = 5498)"
5126,16,"English","WS",NA,NA,"Female",NA,"production",10,"All Data",5498,"All Data (n = 5498)"
5127,16,"English","WS",NA,NA,"Male",NA,"production",14,"All Data",5498,"All Data (n = 5498)"
5128,16,"English","WS",NA,NA,"Female",NA,"production",22,"All Data",5498,"All Data (n = 5498)"
5129,16,"English","WS",NA,NA,"Female",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
5130,16,"English","WS",NA,NA,"Male",NA,"production",171,"All Data",5498,"All Data (n = 5498)"
5131,16,"English","WS",NA,NA,"Male",NA,"production",185,"All Data",5498,"All Data (n = 5498)"
5132,16,"English","WS",NA,NA,"Male",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
5133,16,"English","WS",NA,NA,"Male",NA,"production",133,"All Data",5498,"All Data (n = 5498)"
5134,16,"English","WS",NA,NA,"Male",NA,"production",56,"All Data",5498,"All Data (n = 5498)"
5135,16,"English","WS",NA,NA,"Female",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
5136,16,"English","WS",NA,NA,"Female",NA,"production",342,"All Data",5498,"All Data (n = 5498)"
5137,16,"English","WS",NA,NA,"Male",NA,"production",9,"All Data",5498,"All Data (n = 5498)"
5138,16,"English","WS",NA,NA,"Female",NA,"production",46,"All Data",5498,"All Data (n = 5498)"
5139,16,"English","WS",NA,NA,"Male",NA,"production",12,"All Data",5498,"All Data (n = 5498)"
5140,16,"English","WS",NA,NA,"Male",NA,"production",223,"All Data",5498,"All Data (n = 5498)"
5141,16,"English","WS",NA,NA,"Female",NA,"production",61,"All Data",5498,"All Data (n = 5498)"
5142,16,"English","WS",NA,NA,"Male",NA,"production",54,"All Data",5498,"All Data (n = 5498)"
5143,16,"English","WS",NA,NA,"Female",NA,"production",61,"All Data",5498,"All Data (n = 5498)"
5144,16,"English","WS",NA,NA,"Female",NA,"production",103,"All Data",5498,"All Data (n = 5498)"
5145,16,"English","WS",NA,NA,"Female",NA,"production",75,"All Data",5498,"All Data (n = 5498)"
5146,16,"English","WS",NA,NA,"Male",NA,"production",245,"All Data",5498,"All Data (n = 5498)"
5147,16,"English","WS",NA,NA,"Female",NA,"production",16,"All Data",5498,"All Data (n = 5498)"
5148,16,"English","WS",NA,NA,"Male",NA,"production",18,"All Data",5498,"All Data (n = 5498)"
5149,16,"English","WS",NA,NA,"Male",NA,"production",116,"All Data",5498,"All Data (n = 5498)"
5150,16,"English","WS",NA,NA,"Female",NA,"production",41,"All Data",5498,"All Data (n = 5498)"
5151,16,"English","WS",NA,NA,"Male",NA,"production",73,"All Data",5498,"All Data (n = 5498)"
5152,16,"English","WS",NA,NA,"Female",NA,"production",66,"All Data",5498,"All Data (n = 5498)"
5153,16,"English","WS",NA,NA,"Male",NA,"production",24,"All Data",5498,"All Data (n = 5498)"
5154,16,"English","WS",NA,NA,"Male",NA,"production",43,"All Data",5498,"All Data (n = 5498)"
5155,16,"English","WS",NA,NA,"Male",NA,"production",27,"All Data",5498,"All Data (n = 5498)"
5156,16,"English","WS",NA,NA,"Male",NA,"production",20,"All Data",5498,"All Data (n = 5498)"
5157,16,"English","WS",NA,NA,"Female",NA,"production",81,"All Data",5498,"All Data (n = 5498)"
5158,16,"English","WS",NA,NA,"Female",NA,"production",47,"All Data",5498,"All Data (n = 5498)"
5159,16,"English","WS",NA,NA,"Female",NA,"production",39,"All Data",5498,"All Data (n = 5498)"
5160,16,"English","WS",NA,NA,"Female",NA,"production",28,"All Data",5498,"All Data (n = 5498)"
5161,16,"English","WS",NA,NA,"Male",NA,"production",65,"All Data",5498,"All Data (n = 5498)"
5162,16,"English","WS",NA,NA,"Female",NA,"production",73,"All Data",5498,"All Data (n = 5498)"
5163,16,"English","WS",NA,NA,"Male",NA,"production",95,"All Data",5498,"All Data (n = 5498)"
5164,16,"English","WS",NA,NA,"Female",NA,"production",89,"All Data",5498,"All Data (n = 5498)"
5165,16,"English","WS",NA,NA,"Female",NA,"production",235,"All Data",5498,"All Data (n = 5498)"
5166,16,"English","WS",NA,NA,"Male",NA,"production",12,"All Data",5498,"All Data (n = 5498)"
5167,16,"English","WS",NA,NA,"Female",NA,"production",21,"All Data",5498,"All Data (n = 5498)"
5168,16,"English","WS",NA,NA,"Male",NA,"production",23,"All Data",5498,"All Data (n = 5498)"
5169,16,"English","WS",NA,NA,"Female",NA,"production",241,"All Data",5498,"All Data (n = 5498)"
5170,16,"English","WS",NA,NA,"Female",NA,"production",38,"All Data",5498,"All Data (n = 5498)"
5171,16,"English","WS",NA,NA,"Male",NA,"production",5,"All Data",5498,"All Data (n = 5498)"
5172,28,"English","WS",NA,NA,"Female",NA,"production",433,"All Data",5498,"All Data (n = 5498)"
5173,28,"English","WS",NA,NA,"Female",NA,"production",554,"All Data",5498,"All Data (n = 5498)"
5174,28,"English","WS",NA,NA,"Male",NA,"production",598,"All Data",5498,"All Data (n = 5498)"
5175,28,"English","WS",NA,NA,"Female",NA,"production",18,"All Data",5498,"All Data (n = 5498)"
5176,28,"English","WS",NA,NA,"Male",NA,"production",407,"All Data",5498,"All Data (n = 5498)"
5177,28,"English","WS",NA,NA,"Female",NA,"production",394,"All Data",5498,"All Data (n = 5498)"
5178,28,"English","WS",NA,NA,"Female",NA,"production",608,"All Data",5498,"All Data (n = 5498)"
5179,28,"English","WS",NA,NA,"Male",NA,"production",580,"All Data",5498,"All Data (n = 5498)"
5180,28,"English","WS",NA,NA,"Male",NA,"production",589,"All Data",5498,"All Data (n = 5498)"
5181,28,"English","WS",NA,NA,"Male",NA,"production",555,"All Data",5498,"All Data (n = 5498)"
5182,28,"English","WS",NA,NA,"Male",NA,"production",357,"All Data",5498,"All Data (n = 5498)"
5183,28,"English","WS",NA,NA,"Female",NA,"production",671,"All Data",5498,"All Data (n = 5498)"
5184,28,"English","WS",NA,NA,"Female",NA,"production",517,"All Data",5498,"All Data (n = 5498)"
5185,28,"English","WS",NA,NA,"Male",NA,"production",646,"All Data",5498,"All Data (n = 5498)"
5186,28,"English","WS",NA,NA,"Female",NA,"production",639,"All Data",5498,"All Data (n = 5498)"
5187,28,"English","WS",NA,NA,"Female",NA,"production",553,"All Data",5498,"All Data (n = 5498)"
5188,28,"English","WS",NA,NA,"Female",NA,"production",363,"All Data",5498,"All Data (n = 5498)"
5189,28,"English","WS",NA,NA,"Female",NA,"production",475,"All Data",5498,"All Data (n = 5498)"
5190,28,"English","WS",NA,NA,"Male",NA,"production",552,"All Data",5498,"All Data (n = 5498)"
5191,28,"English","WS",NA,NA,"Male",NA,"production",435,"All Data",5498,"All Data (n = 5498)"
5192,28,"English","WS",NA,NA,"Female",NA,"production",622,"All Data",5498,"All Data (n = 5498)"
5193,28,"English","WS",NA,NA,"Male",NA,"production",570,"All Data",5498,"All Data (n = 5498)"
5194,28,"English","WS",NA,NA,"Male",NA,"production",658,"All Data",5498,"All Data (n = 5498)"
5195,28,"English","WS",NA,NA,"Male",NA,"production",400,"All Data",5498,"All Data (n = 5498)"
5196,28,"English","WS",NA,NA,"Female",NA,"production",556,"All Data",5498,"All Data (n = 5498)"
5197,28,"English","WS",NA,NA,"Female",NA,"production",651,"All Data",5498,"All Data (n = 5498)"
5198,28,"English","WS",NA,NA,"Female",NA,"production",648,"All Data",5498,"All Data (n = 5498)"
5199,28,"English","WS",NA,NA,"Female",NA,"production",369,"All Data",5498,"All Data (n = 5498)"
5200,28,"English","WS",NA,NA,"Female",NA,"production",454,"All Data",5498,"All Data (n = 5498)"
5201,28,"English","WS",NA,NA,"Male",NA,"production",580,"All Data",5498,"All Data (n = 5498)"
5202,28,"English","WS",NA,NA,"Male",NA,"production",458,"All Data",5498,"All Data (n = 5498)"
5203,28,"English","WS",NA,NA,"Female",NA,"production",552,"All Data",5498,"All Data (n = 5498)"
5204,28,"English","WS",NA,NA,"Female",NA,"production",462,"All Data",5498,"All Data (n = 5498)"
5205,28,"English","WS",NA,NA,"Male",NA,"production",439,"All Data",5498,"All Data (n = 5498)"
5206,28,"English","WS",NA,NA,"Female",NA,"production",498,"All Data",5498,"All Data (n = 5498)"
5207,28,"English","WS",NA,NA,"Male",NA,"production",178,"All Data",5498,"All Data (n = 5498)"
5208,28,"English","WS",NA,NA,"Male",NA,"production",201,"All Data",5498,"All Data (n = 5498)"
