"data_id","age","language","form","birth_order","ethnicity","sex","mom_ed","measure","vocab","demo","n","demo_label"
2404,30,"English","WS","First","White","Female","College","production",552,"All Data",5498,"All Data (n = 5498)"
2405,24,"English","WS","Second","White","Female","Secondary","production",323,"All Data",5498,"All Data (n = 5498)"
2406,19,"English","WS","Second","White","Female","Graduate","production",244,"All Data",5498,"All Data (n = 5498)"
2407,25,"English","WS","Second","White","Female","Graduate","production",489,"All Data",5498,"All Data (n = 5498)"
2409,18,"English","WS","First","White","Male","College","production",128,"All Data",5498,"All Data (n = 5498)"
2410,30,"English","WS","First","White","Male","College","production",609,"All Data",5498,"All Data (n = 5498)"
2411,19,"English","WS","First","White","Male","Some Graduate","production",206,"All Data",5498,"All Data (n = 5498)"
2412,25,"English","WS","First","White","Male","Some Graduate","production",407,"All Data",5498,"All Data (n = 5498)"
2413,24,"English","WS","First","White","Male","College","production",523,"All Data",5498,"All Data (n = 5498)"
2414,23,"English","WS","Second","White","Male","Secondary","production",592,"All Data",5498,"All Data (n = 5498)"
2416,25,"English","WS","First","White","Male","Some College","production",490,"All Data",5498,"All Data (n = 5498)"
2417,30,"English","WS","First","White","Male","Some College","production",566,"All Data",5498,"All Data (n = 5498)"
2418,19,"English","WS","Fourth","White","Male","College","production",13,"All Data",5498,"All Data (n = 5498)"
2419,24,"English","WS","Fourth","White","Male","College","production",25,"All Data",5498,"All Data (n = 5498)"
2421,19,"English","WS","Second","White","Male","Some College","production",166,"All Data",5498,"All Data (n = 5498)"
2422,24,"English","WS","Second","White","Male","Some College","production",494,"All Data",5498,"All Data (n = 5498)"
2423,30,"English","WS","Second","White","Male","Some College","production",672,"All Data",5498,"All Data (n = 5498)"
2424,18,"English","WS","Fourth","White","Male","Some College","production",76,"All Data",5498,"All Data (n = 5498)"
2425,24,"English","WS","Fourth","White","Male","Some College","production",308,"All Data",5498,"All Data (n = 5498)"
2426,18,"English","WS","Second","Black","Male","College","production",414,"All Data",5498,"All Data (n = 5498)"
2427,24,"English","WS","Second","Black","Male","College","production",577,"All Data",5498,"All Data (n = 5498)"
2428,29,"English","WS","Second","Black","Male","College","production",655,"All Data",5498,"All Data (n = 5498)"
2429,19,"English","WS","First","White","Male","Graduate","production",41,"All Data",5498,"All Data (n = 5498)"
2430,24,"English","WS","First","White","Male","Graduate","production",412,"All Data",5498,"All Data (n = 5498)"
2431,18,"English","WS","First","White","Male","Graduate","production",180,"All Data",5498,"All Data (n = 5498)"
2432,24,"English","WS","First","White","Male","Graduate","production",494,"All Data",5498,"All Data (n = 5498)"
2433,26,"English","WS","First","White","Male","Graduate","production",646,"All Data",5498,"All Data (n = 5498)"
2435,20,"English","WS","First","White","Female","Some College","production",221,"All Data",5498,"All Data (n = 5498)"
2436,25,"English","WS","First","White","Female","Some College","production",579,"All Data",5498,"All Data (n = 5498)"
2437,18,"English","WS","Second","White","Male","College","production",286,"All Data",5498,"All Data (n = 5498)"
2438,24,"English","WS","Second","White","Male","College","production",534,"All Data",5498,"All Data (n = 5498)"
2439,30,"English","WS","Second","White","Male","College","production",663,"All Data",5498,"All Data (n = 5498)"
2440,20,"English","WS","Second","White","Male","Secondary","production",628,"All Data",5498,"All Data (n = 5498)"
2441,24,"English","WS","First","Asian","Male","Some College","production",448,"All Data",5498,"All Data (n = 5498)"
2442,30,"English","WS","First","Asian","Male","Some College","production",649,"All Data",5498,"All Data (n = 5498)"
2443,20,"English","WS","First","White","Female","Graduate","production",242,"All Data",5498,"All Data (n = 5498)"
2444,18,"English","WS","Second","White","Female","College","production",86,"All Data",5498,"All Data (n = 5498)"
2445,25,"English","WS","Second","White","Female","College","production",346,"All Data",5498,"All Data (n = 5498)"
2446,30,"English","WS","Second","White","Female","College","production",588,"All Data",5498,"All Data (n = 5498)"
2447,24,"English","WS","Second","White","Male","College","production",253,"All Data",5498,"All Data (n = 5498)"
2449,24,"English","WS","Second","White","Male","College","production",291,"All Data",5498,"All Data (n = 5498)"
2450,20,"English","WS","First","White","Male","Some College","production",34,"All Data",5498,"All Data (n = 5498)"
2451,25,"English","WS","First","White","Male","Some College","production",317,"All Data",5498,"All Data (n = 5498)"
2452,24,"English","WS","First","Hispanic","Female","Some College","production",549,"All Data",5498,"All Data (n = 5498)"
2453,18,"English","WS","Second","White","Male","Graduate","production",46,"All Data",5498,"All Data (n = 5498)"
2454,18,"English","WS","Second","White","Female","College","production",176,"All Data",5498,"All Data (n = 5498)"
2455,25,"English","WS","Second","White","Female","College","production",460,"All Data",5498,"All Data (n = 5498)"
2457,22,"English","WS","First","White","Male","Secondary","production",466,"All Data",5498,"All Data (n = 5498)"
2459,20,"English","WS","Third","White","Female","Some College","production",208,"All Data",5498,"All Data (n = 5498)"
2460,24,"English","WS","Third","White","Female","Some College","production",392,"All Data",5498,"All Data (n = 5498)"
2461,30,"English","WS","Third","White","Female","Secondary","production",624,"All Data",5498,"All Data (n = 5498)"
2462,18,"English","WS","First","White","Female","College","production",119,"All Data",5498,"All Data (n = 5498)"
2463,24,"English","WS","First","White","Female","College","production",573,"All Data",5498,"All Data (n = 5498)"
2464,30,"English","WS","First","White","Female","College","production",668,"All Data",5498,"All Data (n = 5498)"
2465,18,"English","WS","Second","White","Male","College","production",76,"All Data",5498,"All Data (n = 5498)"
2466,24,"English","WS","Second","White","Male","College","production",630,"All Data",5498,"All Data (n = 5498)"
2467,25,"English","WS","Second","White","Female","College","production",410,"All Data",5498,"All Data (n = 5498)"
2469,25,"English","WS","Third","White","Female","College","production",413,"All Data",5498,"All Data (n = 5498)"
2471,19,"English","WS","First","White","Male","Graduate","production",90,"All Data",5498,"All Data (n = 5498)"
2472,24,"English","WS","First","White","Male","Graduate","production",412,"All Data",5498,"All Data (n = 5498)"
2474,18,"English","WS","Third","White","Male","Some College","production",14,"All Data",5498,"All Data (n = 5498)"
2475,18,"English","WS","First","White","Male","Graduate","production",336,"All Data",5498,"All Data (n = 5498)"
2476,24,"English","WS","First","White","Male","Graduate","production",595,"All Data",5498,"All Data (n = 5498)"
2477,30,"English","WS","First","White","Male","Graduate","production",632,"All Data",5498,"All Data (n = 5498)"
2478,19,"English","WS","Second","White","Male","Some Graduate","production",226,"All Data",5498,"All Data (n = 5498)"
2479,26,"English","WS","Second","White","Male","Some Graduate","production",462,"All Data",5498,"All Data (n = 5498)"
2481,18,"English","WS","Third","White","Male","College","production",10,"All Data",5498,"All Data (n = 5498)"
2482,26,"English","WS","Third","White","Male","Some Graduate","production",186,"All Data",5498,"All Data (n = 5498)"
2484,26,"English","WS","First","Black","Female","Graduate","production",280,"All Data",5498,"All Data (n = 5498)"
2485,26,"English","WS","First","Black","Male","Graduate","production",468,"All Data",5498,"All Data (n = 5498)"
2486,18,"English","WS","First","White","Male","College","production",85,"All Data",5498,"All Data (n = 5498)"
2487,25,"English","WS","First","White","Male","College","production",292,"All Data",5498,"All Data (n = 5498)"
2488,30,"English","WS","First","White","Male","College","production",484,"All Data",5498,"All Data (n = 5498)"
2489,25,"English","WS","Third","White","Female","College","production",658,"All Data",5498,"All Data (n = 5498)"
2491,24,"English","WS","Second","White","Female","College","production",450,"All Data",5498,"All Data (n = 5498)"
2492,18,"English","WS","Second","White","Female","College","production",26,"All Data",5498,"All Data (n = 5498)"
2493,18,"English","WS","Second","White","Female","College","production",21,"All Data",5498,"All Data (n = 5498)"
2494,25,"English","WS","Second","White","Female","College","production",448,"All Data",5498,"All Data (n = 5498)"
2496,21,"English","WS","First","Asian","Female","Some College","production",113,"All Data",5498,"All Data (n = 5498)"
2497,29,"English","WS","Second","White","Female","College","production",401,"All Data",5498,"All Data (n = 5498)"
2498,25,"English","WS","First","White","Female","College","production",305,"All Data",5498,"All Data (n = 5498)"
2499,30,"English","WS","First","White","Female","College","production",445,"All Data",5498,"All Data (n = 5498)"
2500,18,"English","WS","First","White","Female","College","production",222,"All Data",5498,"All Data (n = 5498)"
2501,24,"English","WS","First","White","Female","College","production",419,"All Data",5498,"All Data (n = 5498)"
2502,24,"English","WS","First","White","Female","Secondary","production",292,"All Data",5498,"All Data (n = 5498)"
2504,18,"English","WS","Second","White","Female","Some College","production",66,"All Data",5498,"All Data (n = 5498)"
2505,28,"English","WS","Second","White","Female","Some College","production",333,"All Data",5498,"All Data (n = 5498)"
2506,19,"English","WS","Third","White","Female","College","production",18,"All Data",5498,"All Data (n = 5498)"
2507,24,"English","WS","Third","White","Female","College","production",54,"All Data",5498,"All Data (n = 5498)"
2509,18,"English","WS","First","White","Male","Some Graduate","production",209,"All Data",5498,"All Data (n = 5498)"
2510,24,"English","WS","First","White","Male","Some Graduate","production",498,"All Data",5498,"All Data (n = 5498)"
2511,30,"English","WS","First","White","Male","Some Graduate","production",609,"All Data",5498,"All Data (n = 5498)"
2512,24,"English","WS","Second","White","Male","Graduate","production",72,"All Data",5498,"All Data (n = 5498)"
2514,18,"English","WS","First","Black","Female","Some College","production",151,"All Data",5498,"All Data (n = 5498)"
2515,24,"English","WS","First","Black","Female","Some College","production",316,"All Data",5498,"All Data (n = 5498)"
2516,30,"English","WS","First","Black","Female","Some College","production",435,"All Data",5498,"All Data (n = 5498)"
2517,18,"English","WS","Second","White","Male","College","production",260,"All Data",5498,"All Data (n = 5498)"
2518,24,"English","WS","Second","White","Male","College","production",573,"All Data",5498,"All Data (n = 5498)"
2519,30,"English","WS","Second","White","Male","College","production",667,"All Data",5498,"All Data (n = 5498)"
2520,19,"English","WS","First","White","Female","College","production",320,"All Data",5498,"All Data (n = 5498)"
2521,24,"English","WS","First","White","Female","College","production",546,"All Data",5498,"All Data (n = 5498)"
2522,20,"English","WS","Second","White","Female","Some College","production",334,"All Data",5498,"All Data (n = 5498)"
2523,24,"English","WS","Second","White","Female","Some College","production",556,"All Data",5498,"All Data (n = 5498)"
2524,25,"English","WS","First","White","Female","College","production",607,"All Data",5498,"All Data (n = 5498)"
2525,30,"English","WS","First","White","Female","College","production",627,"All Data",5498,"All Data (n = 5498)"
2526,24,"English","WS","First","White","Male","College","production",519,"All Data",5498,"All Data (n = 5498)"
2528,24,"English","WS","First","White","Female","Graduate","production",188,"All Data",5498,"All Data (n = 5498)"
2529,25,"English","WS","First","White","Female","College","production",545,"All Data",5498,"All Data (n = 5498)"
2530,18,"English","WS","First","White","Female","Graduate","production",230,"All Data",5498,"All Data (n = 5498)"
2531,19,"English","WS","First","White","Female","College","production",82,"All Data",5498,"All Data (n = 5498)"
2532,25,"English","WS","First","White","Female","College","production",354,"All Data",5498,"All Data (n = 5498)"
2533,24,"English","WS","First","White","Female","College","production",68,"All Data",5498,"All Data (n = 5498)"
2534,30,"English","WS","First","White","Female","College","production",249,"All Data",5498,"All Data (n = 5498)"
2535,18,"English","WS","Second","Asian","Female","Graduate","production",269,"All Data",5498,"All Data (n = 5498)"
2536,24,"English","WS","Second","Black","Female","Graduate","production",581,"All Data",5498,"All Data (n = 5498)"
2537,29,"English","WS","Second","Black","Female","Graduate","production",625,"All Data",5498,"All Data (n = 5498)"
2538,18,"English","WS","Second","White","Female","College","production",147,"All Data",5498,"All Data (n = 5498)"
2539,24,"English","WS","Second","White","Female","College","production",427,"All Data",5498,"All Data (n = 5498)"
2540,23,"English","WS","Fourth","White","Male","Some College","production",165,"All Data",5498,"All Data (n = 5498)"
2541,26,"English","WS","Third","White","Female","Graduate","production",587,"All Data",5498,"All Data (n = 5498)"
2543,19,"English","WS","Second","White","Female","College","production",40,"All Data",5498,"All Data (n = 5498)"
2544,25,"English","WS","Second","White","Female","College","production",589,"All Data",5498,"All Data (n = 5498)"
2545,30,"English","WS","Second","White","Female","College","production",645,"All Data",5498,"All Data (n = 5498)"
2546,30,"English","WS","First","Black","Female","College","production",473,"All Data",5498,"All Data (n = 5498)"
2547,20,"English","WS","First","White","Male",NA,"production",76,"All Data",5498,"All Data (n = 5498)"
2548,25,"English","WS","First","White","Male",NA,"production",382,"All Data",5498,"All Data (n = 5498)"
2550,18,"English","WS","Second","White","Female","College","production",56,"All Data",5498,"All Data (n = 5498)"
2551,24,"English","WS","Second","White","Female","College","production",329,"All Data",5498,"All Data (n = 5498)"
2552,30,"English","WS","Second","White","Female","College","production",588,"All Data",5498,"All Data (n = 5498)"
2553,24,"English","WS","First","White","Female","Some Graduate","production",391,"All Data",5498,"All Data (n = 5498)"
2554,30,"English","WS","First","White","Female","Some Graduate","production",635,"All Data",5498,"All Data (n = 5498)"
2555,18,"English","WS","First","White","Male","Graduate","production",230,"All Data",5498,"All Data (n = 5498)"
2556,29,"English","WS","First","White","Male","Graduate","production",665,"All Data",5498,"All Data (n = 5498)"
2557,19,"English","WS","First","White","Male","College","production",302,"All Data",5498,"All Data (n = 5498)"
2558,24,"English","WS","First","White","Male","College","production",605,"All Data",5498,"All Data (n = 5498)"
2559,30,"English","WS","First","White","Male","College","production",655,"All Data",5498,"All Data (n = 5498)"
2560,18,"English","WS","Second","White","Male","Graduate","production",125,"All Data",5498,"All Data (n = 5498)"
2561,24,"English","WS","Second","White","Male","Graduate","production",452,"All Data",5498,"All Data (n = 5498)"
2562,30,"English","WS","Second","White","Male","Graduate","production",558,"All Data",5498,"All Data (n = 5498)"
2563,19,"English","WS","Third","White","Male","Some College","production",24,"All Data",5498,"All Data (n = 5498)"
2564,29,"English","WS","Third","White","Male","Some College","production",510,"All Data",5498,"All Data (n = 5498)"
2565,18,"English","WS","First","White","Female","Graduate","production",471,"All Data",5498,"All Data (n = 5498)"
2566,25,"English","WS","First","White","Male",NA,"production",359,"All Data",5498,"All Data (n = 5498)"
2567,24,"English","WS","Second","White","Female","Some College","production",236,"All Data",5498,"All Data (n = 5498)"
2568,25,"English","WS","First","Black","Male","Secondary","production",98,"All Data",5498,"All Data (n = 5498)"
2569,24,"English","WS","Second","White","Male","College","production",155,"All Data",5498,"All Data (n = 5498)"
2570,24,"English","WS",NA,"White","Female","Graduate","production",150,"All Data",5498,"All Data (n = 5498)"
2571,26,"English","WS","Second","White","Female","College","production",389,"All Data",5498,"All Data (n = 5498)"
2572,29,"English","WS","Second","White","Female","College","production",552,"All Data",5498,"All Data (n = 5498)"
2573,26,"English","WS","First","White","Female","Some College","production",216,"All Data",5498,"All Data (n = 5498)"
2574,24,"English","WS","Second","White","Female","College","production",10,"All Data",5498,"All Data (n = 5498)"
2576,18,"English","WS","Third","White","Female","Some College","production",97,"All Data",5498,"All Data (n = 5498)"
2577,24,"English","WS","Third","White","Female","Some College","production",513,"All Data",5498,"All Data (n = 5498)"
2578,19,"English","WS","First","Hispanic","Female","Some College","production",7,"All Data",5498,"All Data (n = 5498)"
2579,25,"English","WS","First","White","Female","Some Graduate","production",314,"All Data",5498,"All Data (n = 5498)"
2581,28,"English","WS","First","White","Female","Graduate","production",429,"All Data",5498,"All Data (n = 5498)"
2582,19,"English","WS","Second","White","Male","College","production",370,"All Data",5498,"All Data (n = 5498)"
2583,20,"English","WS","First","Hispanic","Female","College","production",47,"All Data",5498,"All Data (n = 5498)"
2584,21,"English","WS","First","White","Female",NA,"production",130,"All Data",5498,"All Data (n = 5498)"
2585,19,"English","WS","Second","White","Female","College","production",53,"All Data",5498,"All Data (n = 5498)"
2586,25,"English","WS","Second","White","Female",NA,"production",370,"All Data",5498,"All Data (n = 5498)"
2587,18,"English","WS","First","White","Female","Secondary","production",85,"All Data",5498,"All Data (n = 5498)"
2588,24,"English","WS","First","White","Female","Secondary","production",467,"All Data",5498,"All Data (n = 5498)"
2589,29,"English","WS","First","White","Female","Secondary","production",613,"All Data",5498,"All Data (n = 5498)"
2590,19,"English","WS","First","White","Female","Graduate","production",228,"All Data",5498,"All Data (n = 5498)"
2591,19,"English","WS","First","White","Female","Graduate","production",342,"All Data",5498,"All Data (n = 5498)"
2592,24,"English","WS","First","White","Female","Graduate","production",605,"All Data",5498,"All Data (n = 5498)"
2593,18,"English","WS","Second","White","Female","College","production",334,"All Data",5498,"All Data (n = 5498)"
2594,24,"English","WS","Second","White","Female","College","production",556,"All Data",5498,"All Data (n = 5498)"
2595,25,"English","WS","Second","Black","Female","College","production",331,"All Data",5498,"All Data (n = 5498)"
2596,24,"English","WS","Second","White","Female","Graduate","production",650,"All Data",5498,"All Data (n = 5498)"
2597,27,"English","WS","First","White","Female","College","production",396,"All Data",5498,"All Data (n = 5498)"
2598,25,"English","WS","First","White","Male","College","production",430,"All Data",5498,"All Data (n = 5498)"
2599,26,"English","WS","Second","Black","Male","Secondary","production",139,"All Data",5498,"All Data (n = 5498)"
2600,24,"English","WS","First","White","Male","Some Graduate","production",69,"All Data",5498,"All Data (n = 5498)"
2601,18,"English","WS",NA,"White","Male","Some Graduate","production",189,"All Data",5498,"All Data (n = 5498)"
2602,24,"English","WS",NA,"White","Male","Some Graduate","production",470,"All Data",5498,"All Data (n = 5498)"
2603,18,"English","WS","First","White","Female","College","production",98,"All Data",5498,"All Data (n = 5498)"
2604,26,"English","WS","First","White","Female","College","production",520,"All Data",5498,"All Data (n = 5498)"
2605,30,"English","WS","First","White","Female","College","production",645,"All Data",5498,"All Data (n = 5498)"
2606,18,"English","WS","First","White","Female","Graduate","production",380,"All Data",5498,"All Data (n = 5498)"
2607,30,"English","WS","First","White","Female","Graduate","production",590,"All Data",5498,"All Data (n = 5498)"
2608,19,"English","WS","Second","White","Female","Some Graduate","production",75,"All Data",5498,"All Data (n = 5498)"
2609,24,"English","WS","Second","White","Female","Some Graduate","production",425,"All Data",5498,"All Data (n = 5498)"
2610,24,"English","WS","First","White","Female","Some Graduate","production",382,"All Data",5498,"All Data (n = 5498)"
2611,30,"English","WS","First","White","Female","Some Graduate","production",594,"All Data",5498,"All Data (n = 5498)"
2612,19,"English","WS","First","White","Male","Graduate","production",150,"All Data",5498,"All Data (n = 5498)"
2613,25,"English","WS","First","White","Male","Graduate","production",414,"All Data",5498,"All Data (n = 5498)"
2614,30,"English","WS","First","White","Male","Graduate","production",623,"All Data",5498,"All Data (n = 5498)"
2615,30,"English","WS","Second","White","Male","Some College","production",24,"All Data",5498,"All Data (n = 5498)"
2616,24,"English","WS","First","White","Male","Some Graduate","production",84,"All Data",5498,"All Data (n = 5498)"
2617,30,"English","WS","First","White","Male","Some Graduate","production",355,"All Data",5498,"All Data (n = 5498)"
2618,24,"English","WS","First","White","Male","College","production",135,"All Data",5498,"All Data (n = 5498)"
2619,30,"English","WS","First","White","Male","College","production",315,"All Data",5498,"All Data (n = 5498)"
2620,19,"English","WS","Second","White","Male","College","production",229,"All Data",5498,"All Data (n = 5498)"
2621,24,"English","WS","Second","White","Male","College","production",446,"All Data",5498,"All Data (n = 5498)"
2622,21,"English","WS","Second","White","Female","College","production",125,"All Data",5498,"All Data (n = 5498)"
2623,24,"English","WS","Third","White","Male","Graduate","production",251,"All Data",5498,"All Data (n = 5498)"
2624,24,"English","WS","Second","White","Female","Some College","production",328,"All Data",5498,"All Data (n = 5498)"
2625,30,"English","WS","Second","White","Female","Some College","production",618,"All Data",5498,"All Data (n = 5498)"
2626,19,"English","WS","First","White","Male","Graduate","production",458,"All Data",5498,"All Data (n = 5498)"
2627,30,"English","WS","First","White","Male","Graduate","production",654,"All Data",5498,"All Data (n = 5498)"
2628,19,"English","WS","Third","White","Male","College","production",105,"All Data",5498,"All Data (n = 5498)"
2629,24,"English","WS","Third","White","Male","College","production",423,"All Data",5498,"All Data (n = 5498)"
2630,30,"English","WS","Third","White","Male","College","production",570,"All Data",5498,"All Data (n = 5498)"
2631,18,"English","WS","Third","White","Male","Secondary","production",443,"All Data",5498,"All Data (n = 5498)"
2632,24,"English","WS","Second","White","Male","Graduate","production",49,"All Data",5498,"All Data (n = 5498)"
2633,30,"English","WS","Second","White","Male","Graduate","production",270,"All Data",5498,"All Data (n = 5498)"
2634,20,"English","WS","Second","White","Male","Some College","production",233,"All Data",5498,"All Data (n = 5498)"
2635,24,"English","WS","Second","White","Male","Some College","production",338,"All Data",5498,"All Data (n = 5498)"
2636,25,"English","WS","Fourth","White","Female","Some College","production",30,"All Data",5498,"All Data (n = 5498)"
2637,18,"English","WS","First","White","Male","Graduate","production",151,"All Data",5498,"All Data (n = 5498)"
2638,24,"English","WS","First","White","Male","Graduate","production",527,"All Data",5498,"All Data (n = 5498)"
2640,26,"English","WS","Second","White","Male","College","production",352,"All Data",5498,"All Data (n = 5498)"
2641,29,"English","WS","Second","White","Male","College","production",611,"All Data",5498,"All Data (n = 5498)"
2642,21,"English","WS","First","White","Male","Some Graduate","production",51,"All Data",5498,"All Data (n = 5498)"
2643,29,"English","WS","First","White","Male","Some Graduate","production",412,"All Data",5498,"All Data (n = 5498)"
2644,18,"English","WS","Fourth","White","Male","Some College","production",1,"All Data",5498,"All Data (n = 5498)"
2645,19,"English","WS","Second","White","Female","Graduate","production",12,"All Data",5498,"All Data (n = 5498)"
2646,23,"English","WS","Second","White","Female","Graduate","production",69,"All Data",5498,"All Data (n = 5498)"
2648,18,"English","WS","First","Black","Male","Some College","production",45,"All Data",5498,"All Data (n = 5498)"
2649,25,"English","WS","First","Black","Male","Some College","production",194,"All Data",5498,"All Data (n = 5498)"
2650,19,"English","WS","First","White","Male","College","production",300,"All Data",5498,"All Data (n = 5498)"
2652,24,"English","WS","First","White","Male","Graduate","production",466,"All Data",5498,"All Data (n = 5498)"
2653,20,"English","WS","Second","White","Male","College","production",107,"All Data",5498,"All Data (n = 5498)"
2654,24,"English","WS","Second","White","Male","College","production",204,"All Data",5498,"All Data (n = 5498)"
2656,20,"English","WS","First","White","Male","Some College","production",208,"All Data",5498,"All Data (n = 5498)"
2657,25,"English","WS","First","White","Male","Some College","production",390,"All Data",5498,"All Data (n = 5498)"
2659,25,"English","WS","Second","White","Male","College","production",152,"All Data",5498,"All Data (n = 5498)"
2661,24,"English","WS","Second","White","Male","College","production",40,"All Data",5498,"All Data (n = 5498)"
2662,27,"English","WS","First","White","Male","Graduate","production",565,"All Data",5498,"All Data (n = 5498)"
2663,19,"English","WS","Fourth","White","Female","Some College","production",174,"All Data",5498,"All Data (n = 5498)"
2664,24,"English","WS","Fourth","White","Female","College","production",584,"All Data",5498,"All Data (n = 5498)"
2665,30,"English","WS","Fourth","White","Female","Some College","production",680,"All Data",5498,"All Data (n = 5498)"
2666,18,"English","WS","First","White","Male","Graduate","production",226,"All Data",5498,"All Data (n = 5498)"
2667,24,"English","WS","First","White","Male","Graduate","production",475,"All Data",5498,"All Data (n = 5498)"
2668,30,"English","WS","First","White","Male","Graduate","production",555,"All Data",5498,"All Data (n = 5498)"
2669,20,"English","WS","First","White","Male","Some College","production",58,"All Data",5498,"All Data (n = 5498)"
2670,25,"English","WS","First","White","Male","Some College","production",316,"All Data",5498,"All Data (n = 5498)"
2671,20,"English","WS","First","White","Male","College","production",23,"All Data",5498,"All Data (n = 5498)"
2672,24,"English","WS","First","White","Male","College","production",257,"All Data",5498,"All Data (n = 5498)"
2674,18,"English","WS","First","White","Male","College","production",150,"All Data",5498,"All Data (n = 5498)"
2675,24,"English","WS","First","White","Male","College","production",381,"All Data",5498,"All Data (n = 5498)"
2676,30,"English","WS","First","White","Male","College","production",570,"All Data",5498,"All Data (n = 5498)"
2677,25,"English","WS","First","Black","Male","Graduate","production",381,"All Data",5498,"All Data (n = 5498)"
2678,19,"English","WS","Second","Hispanic","Male","Secondary","production",73,"All Data",5498,"All Data (n = 5498)"
2679,25,"English","WS","Second","Hispanic","Male","Secondary","production",204,"All Data",5498,"All Data (n = 5498)"
2680,25,"English","WS","Second","White","Male","College","production",298,"All Data",5498,"All Data (n = 5498)"
2681,19,"English","WS","First","White","Male","Graduate","production",159,"All Data",5498,"All Data (n = 5498)"
2682,24,"English","WS","First","White","Male","Graduate","production",424,"All Data",5498,"All Data (n = 5498)"
2683,30,"English","WS","First","White","Male","Graduate","production",584,"All Data",5498,"All Data (n = 5498)"
2684,20,"English","WS","First","White","Male","Secondary","production",485,"All Data",5498,"All Data (n = 5498)"
2685,24,"English","WS","First","White","Male","Secondary","production",621,"All Data",5498,"All Data (n = 5498)"
2686,30,"English","WS","First","White","Male","Secondary","production",633,"All Data",5498,"All Data (n = 5498)"
2687,23,"English","WS","First","Black","Male","College","production",545,"All Data",5498,"All Data (n = 5498)"
2688,19,"English","WS","Fourth","White","Female","Some College","production",272,"All Data",5498,"All Data (n = 5498)"
2689,30,"English","WS","Fourth","White","Female","Some College","production",623,"All Data",5498,"All Data (n = 5498)"
2690,24,"English","WS","First","Black","Female","Graduate","production",478,"All Data",5498,"All Data (n = 5498)"
2691,24,"English","WS","Third","White","Female","Graduate","production",126,"All Data",5498,"All Data (n = 5498)"
2692,30,"English","WS","Third","White","Female","Graduate","production",428,"All Data",5498,"All Data (n = 5498)"
2693,19,"English","WS","First","White","Female","College","production",104,"All Data",5498,"All Data (n = 5498)"
2694,24,"English","WS","First","White","Female","College","production",380,"All Data",5498,"All Data (n = 5498)"
2695,30,"English","WS","First","White","Female","College","production",511,"All Data",5498,"All Data (n = 5498)"
2696,18,"English","WS","First","Hispanic","Male","College","production",51,"All Data",5498,"All Data (n = 5498)"
2697,24,"English","WS","Second","White","Male","Some Graduate","production",501,"All Data",5498,"All Data (n = 5498)"
2698,18,"English","WS","Second","White","Female","Some Graduate","production",34,"All Data",5498,"All Data (n = 5498)"
2699,20,"English","WS","Second","White","Male","Some College","production",67,"All Data",5498,"All Data (n = 5498)"
2700,24,"English","WS","Second","White","Male","Some College","production",268,"All Data",5498,"All Data (n = 5498)"
2701,19,"English","WS","First","White","Female","Some Graduate","production",217,"All Data",5498,"All Data (n = 5498)"
2702,24,"English","WS","First","White","Female","Graduate","production",420,"All Data",5498,"All Data (n = 5498)"
2704,24,"English","WS","First","Black","Male","Graduate","production",420,"All Data",5498,"All Data (n = 5498)"
2705,19,"English","WS","First","White","Female","Graduate","production",182,"All Data",5498,"All Data (n = 5498)"
2706,24,"English","WS","First","White","Female","Graduate","production",454,"All Data",5498,"All Data (n = 5498)"
2707,30,"English","WS","First","White","Female","Graduate","production",625,"All Data",5498,"All Data (n = 5498)"
2708,19,"English","WS","Second","White","Female","Some College","production",100,"All Data",5498,"All Data (n = 5498)"
2709,24,"English","WS","Second","White","Female","Some College","production",119,"All Data",5498,"All Data (n = 5498)"
2710,19,"English","WS","First","Black","Female","College","production",253,"All Data",5498,"All Data (n = 5498)"
2711,24,"English","WS","First","Black","Female","College","production",564,"All Data",5498,"All Data (n = 5498)"
2712,25,"English","WS","First","White","Male","College","production",172,"All Data",5498,"All Data (n = 5498)"
2714,28,"English","WS","First","White","Male","Some College","production",541,"All Data",5498,"All Data (n = 5498)"
2715,30,"English","WS","First","White","Female","Graduate","production",508,"All Data",5498,"All Data (n = 5498)"
2716,25,"English","WS","First","Black","Male","Graduate","production",295,"All Data",5498,"All Data (n = 5498)"
2718,24,"English","WS","Third","White","Male","Some College","production",130,"All Data",5498,"All Data (n = 5498)"
2719,24,"English","WS","First","Black","Female","College","production",495,"All Data",5498,"All Data (n = 5498)"
2720,18,"English","WS","Second","White","Female","Some College","production",135,"All Data",5498,"All Data (n = 5498)"
2721,18,"English","WS","Second","White","Female","Graduate","production",273,"All Data",5498,"All Data (n = 5498)"
2722,24,"English","WS","Second","White","Female","Graduate","production",492,"All Data",5498,"All Data (n = 5498)"
2723,30,"English","WS","Second","White","Female","Graduate","production",632,"All Data",5498,"All Data (n = 5498)"
2724,19,"English","WS","Second","Asian","Male","Primary","production",119,"All Data",5498,"All Data (n = 5498)"
2725,24,"English","WS",NA,"Black","Female","Some College","production",338,"All Data",5498,"All Data (n = 5498)"
2726,30,"English","WS",NA,"Black","Female","Some College","production",441,"All Data",5498,"All Data (n = 5498)"
2727,24,"English","WS","First","White","Female","College","production",49,"All Data",5498,"All Data (n = 5498)"
2729,25,"English","WS","First","White","Male","Some Graduate","production",581,"All Data",5498,"All Data (n = 5498)"
